Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1038429,"January 28, 2018",Pennsylvania,Reading,123 S 3rd St,4,0,View Incident View Source
1037438,"January 27, 2018",Kentucky,Bowling Green,645 Pearl Street,0,4,View Incident View Source
1037541,"January 27, 2018",California,Los Angeles,243 East 119th St,0,5,View Incident View Source
1035803,"January 25, 2018",District of Columbia,Washington,1600 block of Kenilworth Ave NE,0,4,View Incident View Source
1033262,"January 23, 2018",Kentucky,Benton,416 High School Rd,2,14,View Incident View Source
1034205,"January 23, 2018",Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4,View Incident View Source
1032393,"January 21, 2018",Florida,Orlando,3101 Willow Bend Blvd,0,4,View Incident View Source
1031851,"January 21, 2018",Illinois,Chicago,3200 W Division St,0,4,View Incident View Source
1029095,"January 17, 2018",District of Columbia,Washington,2000 block of 16th St SE,1,3,View Incident View Source
1042072,"January 15, 2018",Florida,Alachua,14223 NW 156th Pl,0,5,View Incident View Source
1026804,"January 14, 2018",Alabama,Eutaw,809 Mesopotamia St,1,4,View Incident View Source
1027013,"January 14, 2018",Alabama,Madison,101 Westchester Dr,0,4,View Incident View Source
1025673,"January 12, 2018",Tennessee,Nashville,2614 Jenkins Ct,3,2,View Incident View Source
1025272,"January 11, 2018",Missouri,Saint Robert (St Robert),St Robert Outer Road and Houston Road,2,2,View Incident View Source
1022067,"January 7, 2018",Alabama,Union Springs,US-29,1,5,View Incident View Source
1022055,"January 7, 2018",Florida,Plantation,5225 W Broward Blvd,0,4,View Incident View Source
1021788,"January 5, 2018",Mississippi,Hattiesburg,6168 US 49,0,6,View Incident View Source
1020574,"January 4, 2018",Arkansas,Brinkley,615 W 6th St,1,3,View Incident View Source
1018295,"January 1, 2018",Alabama,Huntsville,2025 Sparkman Dr NW,1,3,View Incident View Source
1017372,"December 31, 2017",Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,View Incident View Source
1017422,"December 31, 2017",Illinois,Chicago,2335 Howard St,0,4,View Incident View Source
1018118,"December 31, 2017",New Jersey,Long Branch,635 Wall St,4,0,View Incident View Source
1015666,"December 27, 2017",Nevada,Las Vegas,3750 E Bonanza Rd,2,2,View Incident View Source
1015336,"December 26, 2017",Florida,Miami,NW 18th Ave and 86th Ter,0,5,View Incident View Source
1013983,"December 24, 2017",Mississippi,Vicksburg,1111 Mulberry Street,0,5,View Incident View Source
