,incident_id,incident_date,state,city_county,address,number_killed,number_injured,latitude,longitude
0,1987241,2021-04-26,Louisiana,Houma,656 Corporate Dr,0,5,36.1450958,-96.0023638
1,1987235,2021-04-25,Alabama,Phenix City,1700 Highway 280 Bypass,0,4,37.7640281,-122.1743935
2,1986593,2021-04-25,Arkansas,Little Rock,1900 E 6th St,1,3,37.7194881,-122.425285
3,1986770,2021-04-25,Missouri,Kansas City,E 18th St and Vine St,1,3,41.7718443,-87.67278499999999
4,1985432,2021-04-24,Louisiana,New Orleans,100 block of Bourbon St,0,5,30.7029976,-88.0786828
5,1984807,2021-04-22,California,San Diego,500 block of J St,1,4,42.2699348,-88.96278009999999
6,1981805,2021-04-19,Texas,Houston,700 E Whitney St,2,4,34.027134,-118.3507829
7,1982260,2021-04-19,Georgia,Atlanta,1191 Oakland Ln SW,0,5,41.88387900000001,-87.7085187
8,1982020,2021-04-18,Alabama,Montgomery,2300 block of Day St,1,4,41.872262,-87.69373
9,1981521,2021-04-18,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5,42.91211149999999,-85.62301
10,1981353,2021-04-18,Louisiana,Shreveport,3701 Hearne Ave,0,6,38.5979369,-121.4276274
11,1980689,2021-04-18,Wisconsin,Kenosha,1548 Sheridan Rd,3,3,40.6327104,-74.0271053
12,1980492,2021-04-17,Ohio,Columbus,5001 Chatterton Rd,1,5,29.9673972,-90.10182309999999
13,1980971,2021-04-17,Louisiana,La Place (Laplace),624 Golfview Dr,0,9,44.9884743,-93.25497960000001
14,1979684,2021-04-16,Michigan,Detroit,Conant St and Minnesota St,0,4,29.3984415,-98.5042924
15,1978635,2021-04-15,Indiana,Indianapolis,8951 Mirabel Rd,9,7,41.0321327,-87.5381426
16,1978561,2021-04-15,District of Columbia,Washington,1800 block of West Virginia Ave NE,0,4,36.7565424,-119.7711186
17,1979869,2021-04-15,Louisiana,Lake Charles,4101 5th Ave,1,3,37.7849319,-122.4129481
18,1978616,2021-04-15,Florida,Pensacola,700 Truman Ave,0,6,36.1144629,-80.24526589999999
19,1978652,2021-04-15,Illinois,Chicago,600 block of N Sawyer Ave,0,4,30.0216391,-95.3123538
20,1976538,2021-04-13,Maryland,Baltimore,2300 block of Hoffman St,0,4,29.7235827,-95.4421156
21,1975296,2021-04-12,Illinois,Chicago,I-290 and S Damen Ave,1,3,40.110245,-88.2353849
22,1974943,2021-04-11,Kansas,Wichita,200 block of N Battin St,1,3,39.3048255,-76.6081873
23,1975004,2021-04-11,Washington,Seattle,306 23rd Ave S,0,4,48.4616279,-122.3386173
24,1973809,2021-04-10,Michigan,Allendale,4926 Becker Dr,0,4,39.9854586,-75.08588999999999
0,1974088,2021-04-10,Tennessee,Memphis,4315 S 3rd St,1,3,36.1450958,-96.0023638
1,1973692,2021-04-10,Missouri,Koshkonong,US-63 and MO-F,1,3,37.7640281,-122.1743935
2,1975405,2021-04-10,Connecticut,Waterbury,36 Gasparri Ln,0,4,37.7194881,-122.425285
3,1973844,2021-04-09,Texas,Fort Worth,2000 block of SW Loop 820,1,5,41.7718443,-87.67278499999999
4,1972187,2021-04-08,Texas,Bryan,350 Stone City Dr,1,5,30.7029976,-88.0786828
5,1971410,2021-04-07,South Carolina,Rock Hill,4456 Marshall Rd,7,0,42.2699348,-88.96278009999999
6,1970937,2021-04-07,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3,34.027134,-118.3507829
7,1973435,2021-04-07,Ohio,Dayton,Hoover Ave and Summit Square,0,4,41.88387900000001,-87.7085187
8,1969899,2021-04-06,District of Columbia,Washington,4100 block of Ames St NE,0,4,41.872262,-87.69373
9,1970245,2021-04-06,Michigan,Detroit,6100 block of Lodewyck St,1,3,42.91211149999999,-85.62301
10,1970378,2021-04-05,Illinois,Chicago,6800 block of S Justine Ave,0,7,38.5979369,-121.4276274
11,1969065,2021-04-05,Maryland,Baltimore,300 block of N Eutaw St,0,5,40.6327104,-74.0271053
12,1969505,2021-04-04,Louisiana,Monroe,207 Sterlington Rd,0,6,29.9673972,-90.10182309999999
13,1968887,2021-04-04,Alabama,Birmingham,3969 14th Ave N,1,5,44.9884743,-93.25497960000001
14,1969633,2021-04-04,Texas,Beaumont,6035 S M L King Jr Pkwy,0,4,29.3984415,-98.5042924
15,1967914,2021-04-03,North Carolina,Wilmington,718 Kidder St,3,4,41.0321327,-87.5381426
16,1967893,2021-04-03,Alabama,Tuscaloosa,2314 4th St,0,5,36.7565424,-119.7711186
17,1969221,2021-04-03,Texas,Allen,1517 Pine Bluff Dr,6,0,37.7849319,-122.4129481
18,1968553,2021-04-03,Florida,Quincy,2114 Pat Thomas Parkway,0,7,36.1144629,-80.24526589999999
19,1966181,2021-03-31,California,Orange,202 West Lincoln Ave,4,2,30.0216391,-95.3123538
20,1965890,2021-03-31,District of Columbia,Washington,1300 block of Congress St SE,2,3,29.7235827,-95.4421156
21,1963556,2021-03-28,Ohio,Cleveland,5100 Pearl Rd,0,7,40.110245,-88.2353849
22,1964085,2021-03-28,Illinois,Chicago,I-57 and W 127th St,0,4,39.3048255,-76.6081873
23,1963598,2021-03-28,Maryland,Essex,1601 Middleborough Rd,5,1,48.4616279,-122.3386173
24,1964030,2021-03-28,Texas,San Antonio,2011 Dollarhide Ave,0,4,39.9854586,-75.08588999999999
0,1963052,2021-03-27,Illinois,Chicago,500 block of N Leamington Ave,0,4,36.1450958,-96.0023638
1,1962934,2021-03-27,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0,6,37.7640281,-122.1743935
2,1962686,2021-03-27,Illinois,River Grove,Belmont Ave,1,3,37.7194881,-122.425285
3,1962562,2021-03-26,Virginia,Virginia Beach,2000 block of Atlantic Ave,0,9,41.7718443,-87.67278499999999
4,1961753,2021-03-26,Illinois,Chicago,2515 W 79th St,1,7,30.7029976,-88.0786828
5,1964271,2021-03-26,Virginia,Norfolk,100 block of W Balview Ave,0,4,42.2699348,-88.96278009999999
6,1962890,2021-03-26,Tennessee,Memphis,500 block of Arrington Ave,3,2,34.027134,-118.3507829
7,1962507,2021-03-26,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7,41.88387900000001,-87.7085187
8,1960283,2021-03-23,Alabama,Aliceville,1st Ave SW and 15th St,2,2,41.872262,-87.69373
9,1958652,2021-03-22,Colorado,Boulder,3600 Table Mesa Dr,10,1,42.91211149999999,-85.62301
10,1959549,2021-03-22,Michigan,Detroit,13300 block of Davidson St,1,3,38.5979369,-121.4276274
11,1957188,2021-03-20,Texas,Houston,10266 North Fwy,0,5,40.6327104,-74.0271053
12,1957226,2021-03-20,Texas,Dallas,10333 Technology Blvd,1,7,29.9673972,-90.10182309999999
13,1957252,2021-03-20,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,44.9884743,-93.25497960000001
14,1956081,2021-03-18,Oregon,Gresham,750 E Powell Blvd,0,4,29.3984415,-98.5042924
15,1955948,2021-03-18,Louisiana,New Orleans,2400 Annette St,0,4,41.0321327,-87.5381426
16,1956001,2021-03-17,California,Stockton,Oro Ave and E Main St,0,5,36.7565424,-119.7711186
17,1954379,2021-03-16,Georgia,Acworth,6468 Hwy 92,8,1,37.7849319,-122.4129481
18,1954950,2021-03-16,Arizona,Phoenix,6215 W Elm St,4,1,36.1144629,-80.24526589999999
19,1953309,2021-03-15,Indiana,Indianapolis,2300 block of N Harding St,1,4,30.0216391,-95.3123538
20,1953202,2021-03-14,Florida,Tampa,10101 US-92,0,4,29.7235827,-95.4421156
21,1952662,2021-03-14,Illinois,Chicago,2600 block of E 77th St,0,4,40.110245,-88.2353849
22,1952281,2021-03-14,Illinois,Chicago,6798 block of S South Chicago Ave,2,13,39.3048255,-76.6081873
23,1952151,2021-03-13,New York,Brooklyn,917 Flushing Ave,0,5,48.4616279,-122.3386173
24,1951681,2021-03-13,Florida,Orlando,200 block of Ring Rd,1,3,39.9854586,-75.08588999999999
0,1952161,2021-03-13,Indiana,Indianapolis,300 block of N Randolph St,4,1,36.1450958,-96.0023638
1,1951738,2021-03-13,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4,37.7640281,-122.1743935
2,1951476,2021-03-12,North Carolina,Greensboro,100 block of Huffman St,1,3,37.7194881,-122.425285
3,1951383,2021-03-12,Texas,Austin,7408 Cameron Rd,0,4,41.7718443,-87.67278499999999
4,1950346,2021-03-11,New Mexico,Ohkay Owingeh (Chamita),89 Rio Arriba Co Rd 56,1,3,30.7029976,-88.0786828
5,1950471,2021-03-11,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2,42.2699348,-88.96278009999999
6,1949977,2021-03-10,Texas,Houston,6300 Ranchester Dr,3,1,34.027134,-118.3507829
7,1948233,2021-03-08,Florida,Clearwater,US-19 ALT and Drew St,1,3,41.88387900000001,-87.7085187
8,1948470,2021-03-07,Mississippi,Edwards,607 Wallace Dr,0,4,41.872262,-87.69373
9,1947241,2021-03-06,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,42.91211149999999,-85.62301
10,1945999,2021-03-06,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,38.5979369,-121.4276274
11,1946991,2021-03-05,California,Compton,600 block of N Long Beach Blvd,1,4,40.6327104,-74.0271053
12,1944507,2021-03-04,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5,29.9673972,-90.10182309999999
13,1943986,2021-03-03,Pennsylvania,Erie,2105 Buffalo Rd,2,3,44.9884743,-93.25497960000001
14,1941382,2021-02-28,Ohio,Cincinnati,3600 block of Idlewild Ave,3,3,29.3984415,-98.5042924
15,1941669,2021-02-28,Indiana,East Chicago,1205 W Chicago Ave,0,4,41.0321327,-87.5381426
16,1940791,2021-02-28,Delaware,Dover,21 S Little Creek Rd,0,4,36.7565424,-119.7711186
17,1941647,2021-02-28,South Carolina,Mccormick,437 Talbert Rd,0,4,37.7849319,-122.4129481
18,1941444,2021-02-28,Louisiana,Shreveport,4914 Mansfield Rd,0,5,36.1144629,-80.24526589999999
19,1941210,2021-02-28,Texas,Houston,13484 Northwest Fwy,0,4,30.0216391,-95.3123538
20,1943271,2021-02-27,Mississippi,Columbus,1200 block of 7th St S,0,4,29.7235827,-95.4421156
21,1940190,2021-02-27,Mississippi,Pattison,Pattison-Tillman Rd,2,3,40.110245,-88.2353849
22,1940069,2021-02-26,Texas,Houston,8708 Beechnut St,1,5,39.3048255,-76.6081873
23,1939789,2021-02-26,Louisiana,Baton Rouge,4700 block of Paige St,0,4,48.4616279,-122.3386173
24,1939958,2021-02-26,California,San Diego,841 S 45th St,1,3,39.9854586,-75.08588999999999
0,1934704,2021-02-21,Missouri,Kennett,1615 1st St,1,4,36.1450958,-96.0023638
1,1935235,2021-02-21,North Carolina,Teachey,Thomas Smith Ln and Bay Rd,0,4,37.7640281,-122.1743935
2,1934225,2021-02-20,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,37.7194881,-122.425285
3,1933975,2021-02-20,Colorado,Grand Junction,1000 block of Teller Ave,1,3,41.7718443,-87.67278499999999
4,1934181,2021-02-20,Illinois,Springfield,1100 block of S Grand Ave W,1,4,30.7029976,-88.0786828
5,1934077,2021-02-20,Louisiana,Metairie,6719 Airline Dr,3,2,42.2699348,-88.96278009999999
6,1932479,2021-02-18,Louisiana,Baton Rouge,2047 N Foster Dr,1,3,34.027134,-118.3507829
7,1931288,2021-02-17,Pennsylvania,Philadelphia,5597 Old York Rd,0,8,41.88387900000001,-87.7085187
8,1930463,2021-02-16,Florida,Saint Petersburg,2968 Emerson Ave S,3,1,41.872262,-87.69373
9,1928557,2021-02-13,California,San Francisco,3rd St and Quesada Ave,0,6,42.91211149999999,-85.62301
10,1928594,2021-02-13,Indiana,Indianapolis,3800 block of N Sherman Dr,0,4,38.5979369,-121.4276274
11,1928149,2021-02-13,California,Oakland,1000 block of Washington St,0,6,40.6327104,-74.0271053
12,1928205,2021-02-13,North Carolina,Cary,101 Reed St,1,3,29.9673972,-90.10182309999999
13,1926742,2021-02-11,Georgia,Columbus,2001 South Lumpkin Rd,1,4,44.9884743,-93.25497960000001
14,1926701,2021-02-10,Georgia,Atlanta,62 Harwell Rd NW,0,4,29.3984415,-98.5042924
15,1924892,2021-02-09,Texas,Houston,945 W Little York Rd,0,4,41.0321327,-87.5381426
16,1924338,2021-02-09,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,36.7565424,-119.7711186
17,1921939,2021-02-06,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,37.7849319,-122.4129481
18,1923786,2021-02-06,Louisiana,Thibodaux,1100 block of Tiger Dr,0,4,36.1144629,-80.24526589999999
19,1921768,2021-02-06,Illinois,Bloomingdale,250 W Schick Rd,1,5,30.0216391,-95.3123538
20,1922354,2021-02-06,Washington,Tacoma,3634 E McKinley Ave,1,3,29.7235827,-95.4421156
21,1921641,2021-02-05,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,40.110245,-88.2353849
22,1924951,2021-02-05,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,39.3048255,-76.6081873
23,1920771,2021-02-04,North Carolina,High Point,2912 W English Rd,2,3,48.4616279,-122.3386173
24,1919399,2021-02-03,Tennessee,Memphis,800 block of Olympic St,1,3,39.9854586,-75.08588999999999
0,1919696,2021-02-03,Colorado,Oak Creek,200 block of Wild Hogg Dr,3,2,36.1450958,-96.0023638
1,1917918,2021-02-02,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3,37.7640281,-122.1743935
2,1917909,2021-02-02,Oklahoma,Muskogee,903 Indiana St,6,1,37.7194881,-122.425285
3,1917661,2021-02-01,New York,Rochester,400 block of Lyell Avenue,1,3,41.7718443,-87.67278499999999
4,1916468,2021-01-31,Illinois,Chicago,W Congress Pkwy and S Independence Blvd,0,4,30.7029976,-88.0786828
5,1916374,2021-01-30,New York,Albany,200 block of Central Ave,1,4,42.2699348,-88.96278009999999
6,1914798,2021-01-29,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,3,34.027134,-118.3507829
7,1914942,2021-01-28,Michigan,Flint,1900 block of Tebo St,1,4,41.88387900000001,-87.7085187
8,1913708,2021-01-27,California,Santa Ana,1614 S Standard Ave,0,4,41.872262,-87.69373
9,1911026,2021-01-25,District of Columbia,Washington,1406 Good Hope Rd SE,1,4,42.91211149999999,-85.62301
10,1910136,2021-01-24,Indiana,Indianapolis,3540 Adams St,5,1,38.5979369,-121.4276274
11,1910619,2021-01-24,Nevada,Las Vegas,W Wilson Ave and H St,0,5,40.6327104,-74.0271053
12,1909849,2021-01-22,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,29.9673972,-90.10182309999999
13,1908542,2021-01-21,California,Oakland,107th Ave and Apricot St,1,3,44.9884743,-93.25497960000001
14,1905423,2021-01-18,Pennsylvania,Tobyhanna,960 PA-196,0,4,29.3984415,-98.5042924
15,1904063,2021-01-17,Arizona,Phoenix,2340 W Northern Ave,0,5,41.0321327,-87.5381426
16,1904036,2021-01-17,Arizona,Phoenix,2236 E University Dr,1,6,36.7565424,-119.7711186
17,1905360,2021-01-16,Illinois,Kankakee,600 block of N Evergreen Ave,0,5,37.7849319,-122.4129481
18,1903058,2021-01-15,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,36.1144629,-80.24526589999999
19,1899819,2021-01-11,Florida,Miami,2491 NE 58th St,0,4,30.0216391,-95.3123538
20,1898261,2021-01-09,Illinois,Evanston,100 Asbury Ave,6,2,29.7235827,-95.4421156
21,1897878,2021-01-09,Texas,Houston,5828 Martin Luther King Blvd,1,3,40.110245,-88.2353849
22,1896774,2021-01-07,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,39.3048255,-76.6081873
23,1896384,2021-01-06,Texas,Livingston,201 Maple Ln,2,2,48.4616279,-122.3386173
24,1896252,2021-01-06,Virginia,Manassas,10010 Ellis Rd,3,3,39.9854586,-75.08588999999999
0,1894822,2021-01-04,Louisiana,New Orleans,1600 block of N Galvez St,0,4,36.1450958,-96.0023638
1,1894979,2021-01-04,Florida,Tampa,1225 S 78th St,0,5,37.7640281,-122.1743935
2,1894941,2021-01-04,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,37.7194881,-122.425285
3,1893953,2021-01-03,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,41.7718443,-87.67278499999999
4,1893327,2021-01-03,Texas,Houston,2900 Travis St,1,4,30.7029976,-88.0786828
5,1893754,2021-01-03,Florida,Miami,3632 NW 25th Ave,0,6,42.2699348,-88.96278009999999
6,1893601,2021-01-03,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,34.027134,-118.3507829
7,1893877,2021-01-03,California,Santa Barbara,1200 block of Liberty St,2,2,41.88387900000001,-87.7085187
8,1893744,2021-01-03,Florida,Miami,10525 NW 24th Ave,0,8,41.872262,-87.69373
9,1892034,2021-01-01,Arkansas,Fort Smith,3211 Towson Ave,0,7,42.91211149999999,-85.62301
10,1892704,2021-01-01,Texas,Amarillo,2650 Dumas Dr,1,3,38.5979369,-121.4276274
11,1892114,2021-01-01,Iowa,Sioux City,2637 S Walker St,1,4,40.6327104,-74.0271053
12,1891720,2021-01-01,Illinois,Galesburg,1000 block of Monroe St,0,4,29.9673972,-90.10182309999999
13,1891461,2020-12-31,Indiana,Indianapolis,8215 Center Run Road,1,3,44.9884743,-93.25497960000001
14,1890946,2020-12-31,Oregon,Happy Valley,9200 block of SE Idleman Rd,0,4,29.3984415,-98.5042924
15,1886974,2020-12-26,Illinois,Rockford,4007 E State St,3,3,41.0321327,-87.5381426
16,1886913,2020-12-26,Florida,Tampa,N 20th St and E 7th Ave,2,2,36.7565424,-119.7711186
17,1887059,2020-12-26,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,37.7849319,-122.4129481
18,1886849,2020-12-26,Florida,Miami,NW 61st St and NW 13th Ave,1,3,36.1144629,-80.24526589999999
19,1886372,2020-12-25,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,30.0216391,-95.3123538
20,1886721,2020-12-25,Arkansas,Atkins,5180 Pine Ridge Rd,5,0,29.7235827,-95.4421156
21,1886141,2020-12-24,Florida,Lakeland,1500 block of Amos Ave,1,4,40.110245,-88.2353849
22,1885251,2020-12-22,Mississippi,Meridian,Jeffrey Acres Rd,5,0,39.3048255,-76.6081873
23,1882214,2020-12-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2,48.4616279,-122.3386173
24,1881213,2020-12-19,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,39.9854586,-75.08588999999999
0,1876727,2020-12-13,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,36.1450958,-96.0023638
1,1877043,2020-12-12,California,San Bernardino,900 block of N Sierra Way,1,3,37.7640281,-122.1743935
2,1876231,2020-12-12,New York,Copiague,2336 Great Neck Rd,2,2,37.7194881,-122.425285
3,1876039,2020-12-12,New York,Brooklyn,574 Warren St,0,4,41.7718443,-87.67278499999999
4,1876552,2020-12-12,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,30.7029976,-88.0786828
5,1877628,2020-12-10,Georgia,Tifton,700 block of 17 1/2 St,0,4,42.2699348,-88.96278009999999
6,1877122,2020-12-10,Mississippi,Jackson,1805 Hospital Dr,0,5,34.027134,-118.3507829
7,1908063,2020-12-08,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0,41.88387900000001,-87.7085187
8,1873798,2020-12-08,Louisiana,Lacombe,28399 Palmer Dr,2,3,41.872262,-87.69373
9,1870827,2020-12-06,Texas,Venus,6100 N FM 157,0,6,42.91211149999999,-85.62301
10,1871627,2020-12-05,California,Hayward,25000 block of Eldridge Ave,1,3,38.5979369,-121.4276274
11,1870840,2020-12-05,North Carolina,Autryville,10101 Gip Rd,0,6,40.6327104,-74.0271053
12,1869748,2020-12-04,Illinois,Chicago,4400 block of W Adams St,0,4,29.9673972,-90.10182309999999
13,1867006,2020-12-01,Pennsylvania,Morrisville,1 Makefield Rd,1,3,44.9884743,-93.25497960000001
14,1866100,2020-11-30,Alaska,Palmer,335 N Valley Way,4,0,29.3984415,-98.5042924
15,1864683,2020-11-29,Mississippi,Grenada,Highway 8 East,0,11,41.0321327,-87.5381426
16,1865110,2020-11-29,Tennessee,Memphis,3492 W Metropolitan Cir,2,3,36.7565424,-119.7711186
17,1863726,2020-11-28,South Carolina,Aiken,1695 Richland Ave E,1,10,37.7849319,-122.4129481
18,1864205,2020-11-28,South Carolina,Conway,3800 block of Golden Key Rd,0,5,36.1144629,-80.24526589999999
19,1864177,2020-11-28,Louisiana,New Orleans,7001 Lawrence Rd,0,4,30.0216391,-95.3123538
20,1862947,2020-11-27,Georgia,Macon,425 Cherry St,1,5,29.7235827,-95.4421156
21,1863099,2020-11-27,Ohio,Toledo,3257 Stickney Ave,0,6,40.110245,-88.2353849
22,1862603,2020-11-26,Nevada,Henderson,870 E Lake Mead Pkwy,1,5,39.3048255,-76.6081873
23,1859110,2020-11-22,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,48.4616279,-122.3386173
24,1859390,2020-11-22,New York,Brooklyn,15 Albany Ave,1,6,39.9854586,-75.08588999999999
0,1858455,2020-11-22,Illinois,Chicago,700 block of E 101st St,1,3,36.1450958,-96.0023638
1,1859186,2020-11-22,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,37.7640281,-122.1743935
2,1857439,2020-11-21,Illinois,Chicago,W 79th St and S Justine St,0,6,37.7194881,-122.425285
3,1857947,2020-11-21,Arizona,Phoenix,35th Ave and Earll Dr,1,4,41.7718443,-87.67278499999999
4,1858965,2020-11-21,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,30.7029976,-88.0786828
5,1857040,2020-11-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,42.2699348,-88.96278009999999
6,1856417,2020-11-19,Florida,Haines City,422 N 15th St,1,3,34.027134,-118.3507829
7,1855276,2020-11-18,Texas,Houston,11614 Manor Park Dr,3,2,41.88387900000001,-87.7085187
8,1856338,2020-11-18,South Carolina,Florence,500 block of Gaillard St,0,4,41.872262,-87.69373
9,1854207,2020-11-17,Tennessee,Jackson,Honey Bear Cove,0,4,42.91211149999999,-85.62301
10,1854149,2020-11-16,Florida,Miami,200 block of S Biscayne River Dr,0,4,38.5979369,-121.4276274
11,1853615,2020-11-16,Illinois,Chicago,700 block of S Pulaski Rd,0,4,40.6327104,-74.0271053
12,1854076,2020-11-16,Illinois,Chicago,2700 block of S State St,0,4,29.9673972,-90.10182309999999
13,1852831,2020-11-15,Louisiana,Shreveport,300 block of Douglas St,0,5,44.9884743,-93.25497960000001
14,1853089,2020-11-15,Georgia,Jonesboro,Museum Cir,2,2,29.3984415,-98.5042924
15,1852604,2020-11-14,South Carolina,Sumter,1008 Marilyn Ave,3,1,41.0321327,-87.5381426
16,1852853,2020-11-14,Missouri,Fulton,1915 N Bluff St,0,4,36.7565424,-119.7711186
17,1852161,2020-11-14,Ohio,Cincinnati,400 block of Kings Run Dr,0,4,37.7849319,-122.4129481
18,1852363,2020-11-14,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,36.1144629,-80.24526589999999
19,1850981,2020-11-12,Florida,Tampa,1200 block of E Palifox St,2,4,30.0216391,-95.3123538
20,1850693,2020-11-12,North Carolina,Gastonia,1225 Union Rd,0,6,29.7235827,-95.4421156
21,1849308,2020-11-10,Florida,Tampa,N 50th St and Sligh Ave,1,7,40.110245,-88.2353849
22,1847840,2020-11-09,Texas,Fort Worth,5310 E Rosedale St,0,4,39.3048255,-76.6081873
23,1846712,2020-11-08,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4,48.4616279,-122.3386173
24,1846494,2020-11-08,Tennessee,Nashville,2nd Ave N and Commerce St,0,8,39.9854586,-75.08588999999999
0,1846764,2020-11-07,Kansas,Ogden,225 Riley Ave,0,4,36.1450958,-96.0023638
1,1845690,2020-11-07,South Carolina,Rock Hill,241 Albright Rd,1,3,37.7640281,-122.1743935
2,1845477,2020-11-06,Louisiana,New Orleans,8622 Belfast St,2,2,37.7194881,-122.425285
3,1844573,2020-11-05,Ohio,Toledo,2125 Parkwood Ave,3,2,41.7718443,-87.67278499999999
4,1843360,2020-11-04,Missouri,Jefferson City,1299 Lafayette St,0,4,30.7029976,-88.0786828
5,1842362,2020-11-03,Nevada,Henderson,1445 Stonelake Cove Ave,4,1,42.2699348,-88.96278009999999
6,1842421,2020-11-02,Ohio,Mansfield,136 Sturges Ave,0,5,34.027134,-118.3507829
7,1840534,2020-11-01,South Carolina,Hollywood,7800 block of White Point Rd,0,6,41.88387900000001,-87.7085187
8,1840265,2020-11-01,Indiana,Evansville,664 E Illinois St,0,4,41.872262,-87.69373
9,1840364,2020-11-01,Oklahoma,Oklahoma City,10601 S Western Ave,1,3,42.91211149999999,-85.62301
10,1841432,2020-11-01,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3,38.5979369,-121.4276274
11,1840600,2020-11-01,Arizona,Tucson,2500 block of E Aerospace Parkway,2,2,40.6327104,-74.0271053
12,1840310,2020-11-01,New Jersey,Atlantic City,2721 Arctic Ave,1,4,29.9673972,-90.10182309999999
13,1839628,2020-10-31,California,Sacramento,2800 block of Normington Dr,0,4,44.9884743,-93.25497960000001
14,1839576,2020-10-31,Washington,Sumner,127th Ave E and Valley Ave E,0,5,29.3984415,-98.5042924
15,1839462,2020-10-31,California,Anaheim,1210 S State College Blvd,0,4,41.0321327,-87.5381426
16,1840544,2020-10-31,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4,36.7565424,-119.7711186
17,1840041,2020-10-31,Maryland,College Park,7700 Baltimore Ave,0,7,37.7849319,-122.4129481
18,1839112,2020-10-30,Maryland,Waldorf,2177 Crain Hwy,1,3,36.1144629,-80.24526589999999
19,1839065,2020-10-30,Illinois,Chicago,11613 S Vincennes Ave,1,3,30.0216391,-95.3123538
20,1838368,2020-10-29,Florida,Winter Garden,Center St and 11th St,0,4,29.7235827,-95.4421156
21,1837146,2020-10-28,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,40.110245,-88.2353849
22,1837429,2020-10-28,New Jersey,Newark,381 S 6th St,1,3,39.3048255,-76.6081873
23,1834216,2020-10-25,Texas,Fort Worth,1900 block of Carver Ave,2,3,48.4616279,-122.3386173
24,1835030,2020-10-25,Texas,San Antonio,2800 block of W Hutchins Pl,1,3,39.9854586,-75.08588999999999
0,1834280,2020-10-25,North Carolina,Raleigh,1731 Trawick Rd,1,3,36.1450958,-96.0023638
1,1834617,2020-10-24,Mississippi,Greenwood,W Martin Luther King Dr,2,8,37.7640281,-122.1743935
2,1832014,2020-10-22,Florida,Miami,1830 NW 50 St,1,3,37.7194881,-122.425285
3,1832977,2020-10-22,Louisiana,Rayne,I-10,0,5,41.7718443,-87.67278499999999
4,1831995,2020-10-22,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,30.7029976,-88.0786828
5,1831091,2020-10-22,Maryland,Baltimore,500 block of W Franklin St,0,4,42.2699348,-88.96278009999999
6,1830875,2020-10-21,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,34.027134,-118.3507829
7,1830822,2020-10-21,Mississippi,Canton,1427 W Peace St,2,2,41.88387900000001,-87.7085187
8,1830092,2020-10-20,Texas,Houston,2117 Chenevert St,3,1,41.872262,-87.69373
9,1829132,2020-10-19,Ohio,Mansfield,136 Sturges Ave,0,5,42.91211149999999,-85.62301
10,1828796,2020-10-19,Louisiana,New Orleans,2599 N Prieur St,1,3,38.5979369,-121.4276274
11,1827437,2020-10-18,Maryland,Annapolis,100 block of Clay St,1,3,40.6327104,-74.0271053
